source_phase,experiment_id,method,method_short,model,seed_name,split,true_label,pred_label,count,row_total,row_rate
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,test,笛子,笙,0,40,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,test,唢呐,二胡,0,52,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,test,唢呐,琵琶,0,52,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,test,唢呐,中阮,0,52,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,test,唢呐,笛子,0,52,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,test,唢呐,唢呐,52,52,1.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,test,唢呐,笙,0,52,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,test,笙,二胡,0,36,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,test,笙,琵琶,0,36,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,test,笙,中阮,0,36,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,test,笙,笛子,0,36,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,test,笙,唢呐,0,36,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,test,笙,笙,36,36,1.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,二胡,二胡,80,113,0.7079646017699115
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,二胡,琵琶,0,113,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,二胡,中阮,0,113,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,二胡,笛子,0,113,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,二胡,唢呐,30,113,0.26548672566371684
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,二胡,笙,3,113,0.02654867256637168
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,琵琶,二胡,8,85,0.09411764705882353
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,琵琶,琵琶,23,85,0.27058823529411763
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,琵琶,中阮,54,85,0.6352941176470588
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,琵琶,笛子,0,85,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,琵琶,唢呐,0,85,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,琵琶,笙,0,85,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,中阮,二胡,2,94,0.02127659574468085
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,中阮,琵琶,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,中阮,中阮,78,94,0.8297872340425532
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,中阮,笛子,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,中阮,唢呐,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,中阮,笙,14,94,0.14893617021276595
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,笛子,二胡,68,94,0.723404255319149
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,笛子,琵琶,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,笛子,中阮,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,笛子,笛子,26,94,0.2765957446808511
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,笛子,唢呐,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,笛子,笙,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,唢呐,二胡,22,45,0.4888888888888889
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,唢呐,琵琶,0,45,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,唢呐,中阮,0,45,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,唢呐,笛子,0,45,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,唢呐,唢呐,23,45,0.5111111111111111
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,唢呐,笙,0,45,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,笙,二胡,16,179,0.0893854748603352
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,笙,琵琶,2,179,0.0111731843575419
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,笙,中阮,4,179,0.0223463687150838
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,笙,笛子,2,179,0.0111731843575419
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,笙,唢呐,1,179,0.00558659217877095
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed0,external_test,笙,笙,154,179,0.8603351955307262
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,二胡,二胡,28,37,0.7567567567567568
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,二胡,琵琶,0,37,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,二胡,中阮,0,37,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,二胡,笛子,4,37,0.10810810810810811
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,二胡,唢呐,1,37,0.02702702702702703
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,二胡,笙,4,37,0.10810810810810811
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,琵琶,二胡,0,32,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,琵琶,琵琶,32,32,1.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,琵琶,中阮,0,32,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,琵琶,笛子,0,32,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,琵琶,唢呐,0,32,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,琵琶,笙,0,32,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,中阮,二胡,0,51,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,中阮,琵琶,0,51,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,中阮,中阮,51,51,1.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,中阮,笛子,0,51,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,中阮,唢呐,0,51,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,中阮,笙,0,51,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,笛子,二胡,1,49,0.02040816326530612
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,笛子,琵琶,0,49,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,笛子,中阮,0,49,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,笛子,笛子,47,49,0.9591836734693877
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,笛子,唢呐,0,49,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,笛子,笙,1,49,0.02040816326530612
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,唢呐,二胡,0,34,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,唢呐,琵琶,0,34,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,唢呐,中阮,0,34,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,唢呐,笛子,0,34,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,唢呐,唢呐,34,34,1.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,唢呐,笙,0,34,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,笙,二胡,0,39,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,笙,琵琶,0,39,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,笙,中阮,0,39,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,笙,笛子,0,39,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,笙,唢呐,0,39,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,test,笙,笙,39,39,1.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,二胡,二胡,82,113,0.7256637168141593
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,二胡,琵琶,0,113,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,二胡,中阮,0,113,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,二胡,笛子,0,113,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,二胡,唢呐,28,113,0.24778761061946902
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,二胡,笙,3,113,0.02654867256637168
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,琵琶,二胡,12,85,0.1411764705882353
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,琵琶,琵琶,22,85,0.25882352941176473
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,琵琶,中阮,50,85,0.5882352941176471
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,琵琶,笛子,0,85,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,琵琶,唢呐,0,85,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,琵琶,笙,1,85,0.011764705882352941
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,中阮,二胡,2,94,0.02127659574468085
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,中阮,琵琶,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,中阮,中阮,76,94,0.8085106382978723
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,中阮,笛子,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,中阮,唢呐,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,中阮,笙,16,94,0.1702127659574468
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,笛子,二胡,78,94,0.8297872340425532
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,笛子,琵琶,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,笛子,中阮,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,笛子,笛子,16,94,0.1702127659574468
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,笛子,唢呐,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,笛子,笙,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,唢呐,二胡,26,45,0.5777777777777777
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,唢呐,琵琶,0,45,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,唢呐,中阮,0,45,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,唢呐,笛子,0,45,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,唢呐,唢呐,19,45,0.4222222222222222
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,唢呐,笙,0,45,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,笙,二胡,8,179,0.0446927374301676
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,笙,琵琶,0,179,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,笙,中阮,2,179,0.0111731843575419
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,笙,笛子,1,179,0.00558659217877095
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,笙,唢呐,1,179,0.00558659217877095
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed1,external_test,笙,笙,167,179,0.9329608938547486
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,二胡,二胡,29,30,0.9666666666666667
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,二胡,琵琶,0,30,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,二胡,中阮,0,30,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,二胡,笛子,0,30,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,二胡,唢呐,0,30,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,二胡,笙,1,30,0.03333333333333333
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,琵琶,二胡,0,9,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,琵琶,琵琶,9,9,1.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,琵琶,中阮,0,9,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,琵琶,笛子,0,9,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,琵琶,唢呐,0,9,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,琵琶,笙,0,9,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,中阮,二胡,0,34,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,中阮,琵琶,0,34,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,中阮,中阮,34,34,1.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,中阮,笛子,0,34,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,中阮,唢呐,0,34,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,中阮,笙,0,34,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,笛子,二胡,2,66,0.030303030303030304
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,笛子,琵琶,0,66,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,笛子,中阮,0,66,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,笛子,笛子,58,66,0.8787878787878788
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,笛子,唢呐,5,66,0.07575757575757576
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,笛子,笙,1,66,0.015151515151515152
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,唢呐,二胡,0,51,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,唢呐,琵琶,0,51,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,唢呐,中阮,0,51,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,唢呐,笛子,0,51,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,唢呐,唢呐,50,51,0.9803921568627451
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,唢呐,笙,1,51,0.0196078431372549
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,笙,二胡,0,43,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,笙,琵琶,0,43,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,笙,中阮,0,43,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,笙,笛子,0,43,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,笙,唢呐,1,43,0.023255813953488372
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,test,笙,笙,42,43,0.9767441860465116
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,二胡,二胡,60,113,0.5309734513274337
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,二胡,琵琶,0,113,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,二胡,中阮,0,113,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,二胡,笛子,0,113,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,二胡,唢呐,29,113,0.25663716814159293
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,二胡,笙,24,113,0.21238938053097345
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,琵琶,二胡,1,85,0.011764705882352941
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,琵琶,琵琶,44,85,0.5176470588235295
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,琵琶,中阮,36,85,0.4235294117647059
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,琵琶,笛子,0,85,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,琵琶,唢呐,0,85,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,琵琶,笙,4,85,0.047058823529411764
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,中阮,二胡,1,94,0.010638297872340425
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,中阮,琵琶,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,中阮,中阮,75,94,0.7978723404255319
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,中阮,笛子,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,中阮,唢呐,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,中阮,笙,18,94,0.19148936170212766
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,笛子,二胡,34,94,0.3617021276595745
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,笛子,琵琶,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,笛子,中阮,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,笛子,笛子,58,94,0.6170212765957447
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,笛子,唢呐,0,94,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,笛子,笙,2,94,0.02127659574468085
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,唢呐,二胡,17,45,0.37777777777777777
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,唢呐,琵琶,0,45,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,唢呐,中阮,0,45,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,唢呐,笛子,0,45,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,唢呐,唢呐,23,45,0.5111111111111111
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,唢呐,笙,5,45,0.1111111111111111
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,笙,二胡,3,179,0.01675977653631285
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,笙,琵琶,0,179,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,笙,中阮,0,179,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,笙,笛子,1,179,0.00558659217877095
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,笙,唢呐,0,179,0.0
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,seed2,external_test,笙,笙,175,179,0.9776536312849162
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,二胡,二胡,31,31,1.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,二胡,琵琶,0,31,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,二胡,中阮,0,31,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,二胡,笛子,0,31,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,二胡,唢呐,0,31,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,二胡,笙,0,31,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,琵琶,二胡,0,4,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,琵琶,琵琶,4,4,1.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,琵琶,中阮,0,4,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,琵琶,笛子,0,4,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,琵琶,唢呐,0,4,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,琵琶,笙,0,4,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,中阮,二胡,0,41,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,中阮,琵琶,0,41,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,中阮,中阮,40,41,0.975609756097561
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,中阮,笛子,0,41,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,中阮,唢呐,0,41,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,中阮,笙,1,41,0.024390243902439025
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,笛子,二胡,0,40,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,笛子,琵琶,0,40,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,笛子,中阮,0,40,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,笛子,笛子,40,40,1.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,笛子,唢呐,0,40,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,笛子,笙,0,40,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,唢呐,二胡,0,52,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,唢呐,琵琶,0,52,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,唢呐,中阮,0,52,0.0
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,唢呐,笛子,2,52,0.038461538461538464
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,seed0,test,唢呐,唢呐,49,52,0.9423076923076923
