method,model,layer_index,layer_name,split,label_id,label,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std
MERT layer probe,mert_v1_95m,9,transformer_layer_9,test,0,二胡,0.9839563065369518,0.016129709535868578,0.96875,0.03125,1.0,0.0
MERT layer probe,mert_v1_95m,9,transformer_layer_9,test,1,琵琶,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,9,transformer_layer_9,test,2,中阮,0.9967637540453075,0.005605342419316688,0.9935897435897436,0.01110288979210815,1.0,0.0
MERT layer probe,mert_v1_95m,9,transformer_layer_9,test,3,笛子,0.9575415412066466,0.03429252822658481,0.9848639455782312,0.013307755210537156,0.9343588950731808,0.07440453715493983
MERT layer probe,mert_v1_95m,9,transformer_layer_9,test,4,唢呐,0.9424024101756582,0.024525740910521943,0.9356549637398818,0.05094966584109196,0.9516088486676723,0.041653156927069376
MERT layer probe,mert_v1_95m,9,transformer_layer_9,test,5,笙,0.9462676962676962,0.014613046466070687,0.9352826510721247,0.03362615475620769,0.9581428476777315,0.012424203212576895
MERT layer probe,mert_v1_95m,9,transformer_layer_9,val,0,二胡,0.9831201137171286,0.017937186018332874,0.9672075726842461,0.034606824498270294,1.0,0.0
MERT layer probe,mert_v1_95m,9,transformer_layer_9,val,1,琵琶,0.9275189167662287,0.09892829033743429,0.8902777777777778,0.13946408670866306,0.9722222222222222,0.048112522432468836
MERT layer probe,mert_v1_95m,9,transformer_layer_9,val,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,9,transformer_layer_9,val,3,笛子,0.8393876913464543,0.17525988234308995,0.9351851851851851,0.045183382629498,0.7805122048819527,0.24594931016769989
MERT layer probe,mert_v1_95m,9,transformer_layer_9,val,4,唢呐,0.9511807282652432,0.042228397804998284,0.9437811510982245,0.037148653709175125,0.9589326662497394,0.05057681511218985
MERT layer probe,mert_v1_95m,9,transformer_layer_9,val,5,笙,0.9684848484848484,0.028245285327832843,0.9684848484848484,0.028245285327832843,0.9684848484848484,0.028245285327832843
MERT layer probe,mert_v1_95m,10,transformer_layer_10,external_test,0,二胡,0.0707865315121391,0.061323931971902244,0.12222222222222219,0.10715167512214394,0.050147492625368696,0.043653830639966765
MERT layer probe,mert_v1_95m,10,transformer_layer_10,external_test,1,琵琶,0.5177541928721174,0.016054314431330496,0.3513192307630691,0.013519259740762216,0.984313725490196,0.013584712216226568
MERT layer probe,mert_v1_95m,10,transformer_layer_10,external_test,2,中阮,0.0,0.0,0.0,0.0,0.0,0.0
MERT layer probe,mert_v1_95m,10,transformer_layer_10,external_test,3,笛子,0.6745002083488251,0.1438164997634435,0.7611018877205927,0.13443120168039083,0.6773049645390071,0.2819316200042689
MERT layer probe,mert_v1_95m,10,transformer_layer_10,external_test,4,唢呐,0.3676141965165955,0.03240224713521103,0.2542971953419714,0.026853737093456054,0.6814814814814815,0.13394919496314905
MERT layer probe,mert_v1_95m,10,transformer_layer_10,external_test,5,笙,0.550499905678174,0.05583560207934205,0.6740277271790179,0.053961406280050854,0.46741154562383613,0.06426604814427338
MERT layer probe,mert_v1_95m,10,transformer_layer_10,test,0,二胡,0.9695767195767195,0.0160375074774895,0.9592803030303031,0.046188440902489344,0.981981981981982,0.031208122658898628
MERT layer probe,mert_v1_95m,10,transformer_layer_10,test,1,琵琶,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,10,transformer_layer_10,test,2,中阮,0.9967637540453075,0.005605342419316688,0.9935897435897436,0.01110288979210815,1.0,0.0
MERT layer probe,mert_v1_95m,10,transformer_layer_10,test,3,笛子,0.937974833808167,0.05788333553355629,0.983739837398374,0.028163427765347557,0.9023036487322201,0.11249474192228882
MERT layer probe,mert_v1_95m,10,transformer_layer_10,test,4,唢呐,0.9448715459781272,0.022310397364539693,0.9457264387236375,0.033671607154458646,0.945072900955254,0.0360383507867551
MERT layer probe,mert_v1_95m,10,transformer_layer_10,test,5,笙,0.9201112030880516,0.050390322098116856,0.8797231297231297,0.08167337290549792,0.96668985622474,0.011482631008765199
MERT layer probe,mert_v1_95m,10,transformer_layer_10,val,0,二胡,0.9753681757326325,0.010462541510178188,0.9520560575327309,0.01989403574001638,1.0,0.0
MERT layer probe,mert_v1_95m,10,transformer_layer_10,val,1,琵琶,0.9523809523809524,0.08247860988423228,0.9166666666666666,0.14433756729740643,1.0,0.0
MERT layer probe,mert_v1_95m,10,transformer_layer_10,val,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,10,transformer_layer_10,val,3,笛子,0.8164738195418421,0.18075537395034588,0.9848484848484849,0.026243194054073875,0.7256652661064426,0.24987657458612061
MERT layer probe,mert_v1_95m,10,transformer_layer_10,val,4,唢呐,0.9525403060977046,0.042792046708640695,0.9306847545219638,0.045697137456217146,0.975609756097561,0.04224514164802137
MERT layer probe,mert_v1_95m,10,transformer_layer_10,val,5,笙,0.9747619047619048,0.02196162391923847,0.9691228070175439,0.027476171158528954,0.9806060606060606,0.02002752926285857
MERT layer probe,mert_v1_95m,11,transformer_layer_11,external_test,0,二胡,0.33012406947890816,0.25037059242688814,0.5759958185421521,0.2041030134054892,0.24778761061946897,0.22017443017034916
MERT layer probe,mert_v1_95m,11,transformer_layer_11,external_test,1,琵琶,0.6206053621783959,0.04663009034051706,0.45566605567499296,0.04751803350804678,0.9764705882352942,0.01176470588235301
MERT layer probe,mert_v1_95m,11,transformer_layer_11,external_test,2,中阮,0.013961988304093531,0.012091933715616614,0.5,0.5,0.007092198581560266,0.006142024140315153
MERT layer probe,mert_v1_95m,11,transformer_layer_11,external_test,3,笛子,0.7284189652792508,0.06933475891619578,0.6342875270114076,0.13665729032368654,0.8829787234042553,0.06382978723404259
MERT layer probe,mert_v1_95m,11,transformer_layer_11,external_test,4,唢呐,0.4584679558244596,0.014288653630485978,0.3121720679012346,0.008309252866474636,0.8666666666666667,0.07698003589195015
MERT layer probe,mert_v1_95m,11,transformer_layer_11,external_test,5,笙,0.5576957969949209,0.021836731034296772,0.6927857871992158,0.049565887477502214,0.4692737430167598,0.03910614525139664
MERT layer probe,mert_v1_95m,11,transformer_layer_11,test,0,二胡,0.989247311827957,0.018624202231923397,0.9791666666666666,0.03608439182435161,1.0,0.0
MERT layer probe,mert_v1_95m,11,transformer_layer_11,test,1,琵琶,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,11,transformer_layer_11,test,2,中阮,0.9967637540453075,0.005605342419316688,0.9935897435897436,0.01110288979210815,1.0,0.0
MERT layer probe,mert_v1_95m,11,transformer_layer_11,test,3,笛子,0.9036576725085315,0.08338846213822763,0.9484633569739952,0.07163237599399738,0.8770511234796948,0.15615546476712736
MERT layer probe,mert_v1_95m,11,transformer_layer_11,test,4,唢呐,0.935762709216867,0.04331818531356272,0.955017774131802,0.06007635390106829,0.9191804927099044,0.05264245246160083
MERT layer probe,mert_v1_95m,11,transformer_layer_11,test,5,笙,0.8977960124779601,0.07497677599804727,0.8508815796452467,0.12475740301034483,0.9574305969654807,0.015341956449898917
MERT layer probe,mert_v1_95m,11,transformer_layer_11,val,0,二胡,0.9889642695612846,0.00969492745325227,0.9782913165266107,0.019062545642599675,1.0,0.0
MERT layer probe,mert_v1_95m,11,transformer_layer_11,val,1,琵琶,0.9722222222222222,0.048112522432468836,0.9722222222222222,0.048112522432468836,0.9722222222222222,0.048112522432468836
MERT layer probe,mert_v1_95m,11,transformer_layer_11,val,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,11,transformer_layer_11,val,3,笛子,0.8770280331757657,0.054101386988311975,0.9922480620155039,0.013426750446270392,0.789390756302521,0.08982628007700352
MERT layer probe,mert_v1_95m,11,transformer_layer_11,val,4,唢呐,0.9532785859057519,0.04155686400389723,0.9249999999999999,0.05464532103584997,0.983739837398374,0.02816342776534756
MERT layer probe,mert_v1_95m,11,transformer_layer_11,val,5,笙,0.9576464109395663,0.025062426409820773,0.9470588235294116,0.022025785583329672,0.9684848484848484,0.028245285327832843
MERT layer probe,mert_v1_95m,12,transformer_layer_12,external_test,0,二胡,0.2649096545780136,0.19744937730559808,0.5180623973727422,0.04701359048348243,0.20353982300884954,0.1940859486677992
MERT layer probe,mert_v1_95m,12,transformer_layer_12,external_test,1,琵琶,0.6393864044078637,0.03543908095634573,0.4862056801390424,0.04055799566802949,0.9372549019607842,0.03594177015651636
MERT layer probe,mert_v1_95m,12,transformer_layer_12,external_test,2,中阮,0.03367419903502377,0.011308322586789092,0.35555555555555557,0.03849001794597508,0.017730496453900665,0.006142024140315153
MERT layer probe,mert_v1_95m,12,transformer_layer_12,external_test,3,笛子,0.5074487455832127,0.11876362446390497,0.5984600389863548,0.13643790373013492,0.5212765957446809,0.3161203820873112
MERT layer probe,mert_v1_95m,12,transformer_layer_12,external_test,4,唢呐,0.3525983495966365,0.03644530847276039,0.22522049866816274,0.0330979064833896,0.8296296296296296,0.07143445008142933
MERT layer probe,mert_v1_95m,12,transformer_layer_12,external_test,5,笙,0.5048749923589462,0.027099650040279533,0.5872822528131952,0.09982351674801762,0.4487895716945996,0.0281185640047328
MERT layer probe,mert_v1_95m,12,transformer_layer_12,test,0,二胡,0.9945355191256832,0.00946475851130535,0.989247311827957,0.018624202231923397,1.0,0.0
MERT layer probe,mert_v1_95m,12,transformer_layer_12,test,1,琵琶,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,12,transformer_layer_12,test,2,中阮,0.992648527707859,0.006501651582593889,0.9935897435897436,0.01110288979210815,0.991869918699187,0.014081713882673812
MERT layer probe,mert_v1_95m,12,transformer_layer_12,test,3,笛子,0.9268763086534171,0.07768775580109676,0.963672290621675,0.03497326541592909,0.9005359719645435,0.13844125971520319
MERT layer probe,mert_v1_95m,12,transformer_layer_12,test,4,唢呐,0.9421630636583908,0.052596410732722455,0.945288753799392,0.07707429989730075,0.9419306184012065,0.05769600437687834
MERT layer probe,mert_v1_95m,12,transformer_layer_12,test,5,笙,0.9195055148419572,0.05086352516790659,0.8786324786324786,0.08239444798089145,0.96668985622474,0.011482631008765199
MERT layer probe,mert_v1_95m,12,transformer_layer_12,val,0,二胡,0.993939393939394,0.010497277621629563,0.9880952380952381,0.02061965247105799,1.0,0.0
MERT layer probe,mert_v1_95m,12,transformer_layer_12,val,1,琵琶,0.9866666666666667,0.02309401076758505,0.9743589743589745,0.04441155916843266,1.0,0.0
MERT layer probe,mert_v1_95m,12,transformer_layer_12,val,2,中阮,0.997245179063361,0.004771489828013356,1.0,0.0,0.9945355191256832,0.00946475851130535
MERT layer probe,mert_v1_95m,12,transformer_layer_12,val,3,笛子,0.7924990313831848,0.09412756530310042,0.9722222222222222,0.048112522432468836,0.6752951180472189,0.12924760406574073
MERT layer probe,mert_v1_95m,12,transformer_layer_12,val,4,唢呐,0.9408080769741711,0.0626556966046901,0.8975490196078431,0.10025318774587819,0.991869918699187,0.014081713882673812
MERT layer probe,mert_v1_95m,12,transformer_layer_12,val,5,笙,0.9546693815791656,0.016090206065255755,0.940788874578829,0.03533915678951287,0.9696434937611409,0.013675244280736517
